000a7	200	20507
000a8	200	19722
000a9	200	19183
000aa	200	20391
000ab	200	21370
000ac	200	20466
000ad	200	21526
000ae	200	21291
000af	200	19413
000b0	200	20860
000b1	200	22105
000b2	200	19337
000b3	200	20349
000b4	200	20116
000b5	200	20585
000b6	200	18633
000b7	200	20618
000b8	200	21365
000b9	200	19257
000ba	200	21726
000bb	200	21045
000bc	200	20117
000bd	200	20664
000be	200	19740
000bf	200	21914
000c0	200	20936
000c1	200	21439
000c2	200	20975
000c3	200	21585
000c4	200	19885
000c5	200	20851
000c6	200	20715
000c7	200	21409
000c8	200	21007
000c9	200	21586
000ca	200	21254
000cb	200	21068
000cc	200	19644
000cd	200	20518
000ce	200	21790
000cf	200	20745
000d0	200	22031
000d1	200	19682
000d2	200	20465
000d3	200	20703
000d4	200	20591
000d5	200	20435
000d6	200	22929
000d7	200	21169
000d8	200	21338
000d9	200	19953
000da	200	21598
000db	200	22970
000dc	200	20929
000dd	200	19687
000de	200	19452
000df	200	21518
000e0	200	21369
000e1	200	19300
000e2	200	20278
000e3	200	20311
000e4	200	22342
000e5	200	18440
000e6	200	20193
000e7	200	20446
000e8	200	20980
000e9	200	20547
000ea	200	20009
000eb	200	19968
000ec	200	21709
000ed	200	21988
000ee	200	21517
000ef	200	21217
000f0	200	22697
000f1	200	21221
000f2	200	20353
000f3	200	21487
000f4	200	21527
000f5	200	20782
000f6	200	21061
000f7	200	20625
000f8	200	20555
000f9	200	20193
000fa	200	22342
000fb	200	21244
000fc	200	21327
000fd	200	21053
000fe	200	21285
000ff	200	20744
00100	200	20590
00101	200	22216
00102	200	21292
00103	200	21410
00104	200	21405
00105	200	20382
00106	200	20393
00107	200	21951
00108	200	21654
00109	200	20156
0010a	200	19581
0010b	200	22530
0010c	200	20626
0010d	200	20356
0010e	200	20941
0010f	200	21403
00110	200	18957
00111	200	20780
00112	200	20546
00113	200	21614
00114	200	19066
00115	200	21601
00116	200	21592
00117	200	22730
00118	200	19568
00119	200	21563
0011a	200	20704
0011b	200	20816
0011c	200	21089
0011d	200	20501
0011e	200	21204
0011f	200	21296
00120	200	20787
00121	200	20118
00122	200	21053
00123	200	20042
00124	200	22073
00125	200	20894
00126	200	20860
00127	200	19685
00128	200	21968
00129	200	19103
0012a	200	20083
0012b	200	21201
0012c	200	21136
0012d	200	20737
0012e	200	22385
0012f	200	20470
00130	200	20509
00131	200	19228
00132	200	20242
00133	200	20403
00134	200	19103
00135	200	21615
00136	200	20898
00137	200	21056
00138	200	21064
00139	200	20780
0013a	200	19011
0013b	200	21443
0013c	200	20584
0013d	200	21216
0013e	200	19967
0013f	200	18549
00140	200	20699
00141	200	20899
00142	200	19762
00143	200	21520
00144	200	19847
00145	200	20783
00146	200	21241
00147	200	21285
00148	200	21131
00149	200	20666
0014a	200	19065
0014b	200	21051
0014c	200	21362
0014d	200	21715
0014e	200	19927
0014f	200	20941
00150	200	22039
00151	200	21843
00152	200	21135
00153	200	21097
00154	200	20276
00155	200	19996
00156	200	22929
00157	200	20116
00158	200	20668
00159	200	19809
0015a	200	19410
0015b	200	20941
0015c	200	20151
0015d	200	21696
0015e	200	20156
0015f	200	20704
00160	200	20500
00161	200	20864
00162	200	20700
00163	200	21957
00164	200	20824
00165	200	21050
00166	200	19813
00167	200	21755
00168	200	19297
00169	200	19998
0016a	200	20427
0016b	200	20472
0016c	200	21403
0016d	200	21484
0016e	200	20402
0016f	200	20039
00170	200	19345
00171	200	19841
00172	200	20233
00173	200	22462
00174	200	20237
00175	200	21594
00176	200	20000
00177	200	19966
00178	200	21408
00179	200	19103
0017a	200	21559
0017b	200	20539
0017c	200	22352
0017d	200	20772
0017e	200	21988
0017f	200	20304
00180	200	20868
00181	200	20241
00182	200	20151
00183	200	21444
00184	200	19969
00185	200	19297
00186	200	22858
00187	200	21207
00188	200	22003
00189	200	21379
0018a	200	18517
0018b	200	19846
0018c	200	20623
0018d	200	20190
0018e	200	21088
0018f	200	21798
00190	200	21175
00191	200	20322
00192	200	20859
00193	200	21173
00194	200	21487
00195	200	20557
00196	200	20740
00197	200	21334
00198	200	20853
00199	200	19882
0019a	200	21903
0019b	200	19412
0019c	200	18711
0019d	200	21250
0019e	200	18749
0019f	200	19420
001a0	200	20665
001a1	200	20945
001a2	200	19915
001a3	200	20089
001a4	200	21283
001a5	200	19349
001a6	200	20996
001a7	200	22076
001a8	200	20896
001a9	200	19802
001aa	200	19175
001ab	200	20353
001ac	200	20002
001ad	200	19927
001ae	200	20585
001af	200	21497
001b0	200	20310
001b1	200	21523
001b2	200	19621
001b3	200	21532
001b4	200	19922
001b5	200	21324
001b6	200	19410
001b7	200	20899
001b8	200	21295
001b9	200	22068
001ba	200	21095
001bb	200	20784
001bc	200	19992
001bd	200	21446
001be	200	20715
001bf	200	20549
001c0	200	20593
001c1	200	19266
001c2	200	20426
001c3	200	20228
001c4	200	20508
001c5	200	20670
001c6	200	19505
001c7	200	19030
001c8	200	21886
001c9	200	22230
001ca	200	19262
001cb	200	21640
001cc	200	20121
001cd	200	20039
001ce	200	21251
001cf	200	21292
001d0	200	19260
001d1	200	20704
001d2	200	21291
001d3	200	21096
001d4	200	20396
001d5	200	20041
001d6	200	20110
001d7	200	21373
001d8	200	20043
001d9	200	21248
001da	200	19918
001db	200	20864
001dc	200	20851
001dd	200	19572
001de	200	21520
001df	200	20114
001e0	200	19176
001e1	200	21099
001e2	200	22393
001e3	200	20118
001e4	200	22113
001e5	200	21632
001e6	200	20898
001e7	200	22580
001e8	200	20743
001e9	200	21135
001ea	200	20038
001eb	200	21370
001ec	200	21051
001ed	200	20162
001ee	200	21482
001ef	200	21209
001f0	200	20352
001f1	200	19690
001f2	200	21251
001f3	200	20935
001f4	200	21216
001f5	200	19485
001f6	200	20747
001f7	200	22183
001f8	200	21294
001f9	200	19836
001fa	200	19335
001fb	200	21055
001fc	200	19109
001fd	200	21563
001fe	200	19302
001ff	200	20032
00200	200	20862
00201	200	19910
00202	200	19412
00203	200	20131
00204	200	18983
00205	200	21890
00206	200	20979
00207	200	19972
00208	200	21090
00209	200	21325
0020a	200	21956
0020b	200	20156
0020c	200	22074
0020d	200	21532
0020e	200	19336
0020f	200	19913
00210	200	20939
00211	200	19265
00212	200	19740
00213	200	19730
00214	200	20821
00215	200	19605
00216	200	20713
00217	200	20589
00218	200	19771
00219	200	20471
0021a	200	22250
0021b	200	21754
0021c	200	21211
0021d	200	19838
0021e	200	19837
0021f	200	22228
00220	200	21136
00221	200	19109
00222	200	20068
00223	200	19805
00224	200	19492
00225	200	20265
00226	200	20112
00227	200	21679
00228	200	21211
00229	200	20193
0022a	200	21203
0022b	200	20499
0022c	200	21199
0022d	200	21215
0022e	200	19997
0022f	200	20117
00230	200	21485
00231	200	20189
00232	200	20904
00233	200	20274
00234	200	19730
00235	200	21320
00236	200	21751
00237	200	21956
00238	200	20117
00239	200	20320
0023a	200	19184
0023b	200	20930
0023c	200	21146
0023d	200	21333
0023e	200	23090
0023f	200	20738
00240	200	20508
00241	200	20350
00242	200	19532
00243	200	21203
00244	200	21043
00245	200	21171
00246	200	19644
00247	200	22068
00248	200	21259
00249	200	22744
0024a	200	21917
0024b	200	22426
0024c	200	19057
0024d	200	19961
0024e	200	20857
0024f	200	20503
00250	200	20195
00251	200	21670
00252	200	20427
00253	200	21685
00254	200	21089
00255	200	20691
00256	200	20866
00257	200	19608
00258	200	22352
00259	200	20894
0025a	200	19686
0025b	200	19886
0025c	200	20554
0025d	200	19776
0025e	200	21484
0025f	200	22382
00260	200	20504
00261	200	21289
00262	200	20784
00263	200	21103
00264	200	21689
00265	200	19661
00266	200	22263
00267	200	21175
00268	200	20431
00269	200	21471
0026a	200	23003
0026b	200	22031
0026c	200	21018
0026d	200	19568
0026e	200	20085
0026f	200	19103
00270	200	19884
00271	200	18752
00272	200	19570
00273	200	20711
00274	200	20426
00275	200	20874
00276	200	20230
00277	200	20314
00278	200	21686
00279	200	19850
0027a	200	20198
0027b	200	20323
0027c	200	20091
0027d	200	21882
0027e	200	20261
0027f	200	20725
00280	200	20938
00281	200	21602
00282	200	20896
00283	200	21524
00284	200	20434
00285	200	20542
00286	200	21839
00287	200	19964
00288	200	21519
00289	200	21595
0028a	200	20239
0028b	200	19892
0028c	200	20738
0028d	200	20460
0028e	200	19529
0028f	200	20902
00290	200	21327
00291	200	21172
00292	200	21182
00293	200	20468
00294	200	20157
00295	200	21182
00296	200	21134
00297	200	20619
00298	200	19996
00299	200	20717
0029a	200	18121
0029b	200	19833
0029c	200	20155
0029d	200	20043
0029e	200	20190
0029f	200	19299
002a0	200	21755
002a1	200	20658
002a2	200	21336
002a3	200	22529
002a4	200	21803
002a5	200	19256
002a6	200	19410
002a7	200	20825
002a8	200	21121
002a9	200	20308
002aa	200	21122
002ab	200	20003
002ac	200	20424
002ad	200	21832
002ae	200	20046
002af	200	21713
002b0	200	19530
002b1	200	21637
002b2	200	20859
002b3	200	21610
002b4	200	20155
002b5	200	21260
002b6	200	21453
002b7	200	21169
002b8	200	20752
002b9	200	20272
002ba	200	18678
002bb	200	20194
002bc	200	21096
002bd	200	20294
002be	200	21286
002bf	200	20121
002c0	200	21286
002c1	200	20753
002c2	200	21024
002c3	200	22149
002c4	200	21799
002c5	200	20700
002c6	200	20352
002c7	200	19497
002c8	200	20551
002c9	200	20043
002ca	200	21372
002cb	200	21652
002cc	200	21236
002cd	200	20469
002ce	200	20739
002cf	200	20777
002d0	200	21804
002d1	200	20785
002d2	200	21443
002d3	200	20231
002d4	200	20080
002d5	200	19614
002d6	200	21839
002d7	200	20896
002d8	200	19540
002d9	200	19973
002da	200	20705
002db	200	19799
002dc	200	20554
002dd	200	20739
002de	200	21127
002df	200	19266
002e0	200	21320
002e1	200	22115
002e2	200	20904
002e3	200	21570
002e4	200	20599
002e5	200	21521
002e6	200	20657
002e7	200	20703
002e8	200	19176
002e9	200	21829
002ea	200	20862
002eb	200	19841
002ec	200	20035
002ed	200	22113
002ee	200	20667
002ef	200	21053
002f0	200	21486
002f1	200	19879
002f2	200	20775
002f3	200	21132
002f4	200	20354
002f5	200	19684
002f6	200	20938
002f7	200	21332
002f8	200	19999
002f9	200	20749
002fa	200	20708
002fb	200	21326
002fc	200	22070
002fd	200	19415
002fe	200	21094
002ff	200	22182
00300	200	19528
00301	200	20748
00302	200	21053
00303	200	20429
00304	200	21333
00305	200	21327
00306	200	21873
00307	200	19841
00308	200	20117
00309	200	19766
0030a	200	21523
0030b	200	20740
0030c	200	19768
0030d	200	20230
0030e	200	20033
0030f	200	20986
00310	200	18475
00311	200	20430
00312	200	21796
00313	200	21180
00314	200	23219
00315	200	19488
00316	200	21593
00317	200	19922
00318	200	20108
00319	200	21172
0031a	200	19915
0031b	200	20790
0031c	200	20631
0031d	200	21640
0031e	200	21680
0031f	200	20318
00320	200	20861
00321	200	20901
00322	200	20312
00323	200	21723
00324	200	20033
00325	200	20661
00326	200	21954
00327	200	21720
00328	200	21798
00329	200	19468
0032a	200	20617
0032b	200	18441
0032c	200	20156
0032d	200	20192
0032e	200	21444
0032f	200	21131
00330	200	20970
00331	200	21839
00332	200	21328
00333	200	21884
00334	200	19842
00335	200	20498
00336	200	20508
00337	200	19489
00338	200	19761
00339	200	21058
0033a	200	20878
0033b	200	20383
0033c	200	20941
0033d	200	21723
0033e	200	20893
0033f	200	19657
00340	200	20584
00341	200	21914
00342	200	19884
00343	200	20737
00344	200	20227
00345	200	20928
00346	200	21206
00347	200	22235
00348	200	19656
00349	200	17888
0034a	200	19753
0034b	200	19506
0034c	200	21252
0034d	200	20051
0034e	200	21019
0034f	200	20777
00350	200	22020
00351	200	21171
00352	200	19223
00353	200	20623
00354	200	20188
00355	200	22455
00356	200	21062
00357	200	20619
00358	200	20573
00359	200	19763
0035a	200	21071
0035b	200	22300
0035c	200	20080
0035d	200	21611
0035e	200	20941
0035f	200	21170
00360	200	20594
00361	200	19966
00362	200	21565
00363	200	20831
00364	200	20307
00365	200	21607
00366	200	21008
00367	200	20202
00368	200	19377
00369	200	21378
0036a	200	21331
0036b	200	21449
0036c	200	21708
0036d	200	21792
0036e	200	21482
0036f	200	20120
00370	200	22534
00371	200	20108
00372	200	18983
00373	200	22150
00374	200	21175
00375	200	21907
00376	200	19804
00377	200	21842
00378	200	20228
00379	200	21128
0037a	200	21640
0037b	200	20812
0037c	200	20745
0037d	200	21291
0037e	200	19956
0037f	200	20791
00380	200	20285
00381	200	20782
00382	200	21919
00383	200	21600
00384	200	21405
00385	200	21056
00386	200	21610
00387	200	19680
00388	200	21304
00389	200	21481
0038a	200	21255
0038b	200	19813
0038c	200	20631
0038d	200	21681
0038e	200	20815
0038f	200	21492
00390	200	20237
00391	200	20160
00392	200	20590
00393	200	20657
00394	200	20701
00395	200	21148
00396	200	20431
00397	200	22113
00398	200	20203
00399	200	20164
0039a	200	22333
0039b	200	19928
0039c	200	20437
0039d	200	22310
0039e	200	19652
0039f	200	19417
003a0	200	20741
003a1	200	20980
003a2	200	19531
003a3	200	21444
003a4	200	21723
003a5	200	21135
003a6	200	20032
003a7	200	22467
003a8	200	20306
003a9	200	19405
003aa	200	21689
003ab	200	21415
003ac	200	19888
003ad	200	21166
003ae	200	21481
003af	200	22264
003b0	200	20994
003b1	200	21687
003b2	200	21141
003b3	200	19925
003b4	200	19694
003b5	200	20360
003b6	200	20637
003b7	200	19327
003b8	200	22217
003b9	200	21127
003ba	200	20147
003bb	200	21697
003bc	200	19936
003bd	200	20194
003be	200	21716
003bf	200	20859
003c0	200	21003
003c1	200	22391
003c2	200	21188
003c3	200	19343
003c4	200	20815
003c5	200	22194
003c6	200	20509
003c7	200	20633
003c8	200	19964
003c9	200	20893
003ca	200	21403
003cb	200	19916
003cc	200	21668
003cd	200	21476
003ce	200	20890
003cf	200	20271
003d0	200	21106
003d1	200	19764
003d2	200	19973
003d3	200	19683
003d4	200	21256
003d5	200	19568
003d6	200	21831
003d7	200	21483
003d8	200	19763
003d9	200	21529
003da	200	22271
003db	200	20669
003dc	200	21266
003dd	200	20783
003de	200	20507
003df	200	20196
003e0	200	21246
003e1	200	20510
003e2	200	20039
003e3	200	19100
003e4	200	20040
003e5	200	21216
003e6	200	21128
003e7	200	20110
003e8	200	20038
003e9	200	20544
003ea	200	21364
003eb	200	21951
003ec	200	21368
003ed	200	21678
003ee	200	20237
003ef	200	19488
003f0	200	20202
003f1	200	21135
003f2	200	20509
003f3	200	20081
003f4	200	20503
003f5	200	21026
003f6	200	19332
003f7	200	19344
003f8	200	20784
003f9	200	21443
003fa	200	20323
003fb	200	22301
003fc	200	21171
003fd	200	21683
003fe	200	20315
003ff	200	22143
00400	200	20633
00401	200	20783
00402	200	21522
00403	200	19500
00404	200	20424
00405	200	20274
00406	200	21368
00407	200	19052
00408	200	21915
00409	200	20782
0040a	200	21169
0040b	200	22065
0040c	200	18474
0040d	200	20863
0040e	200	20165
0040f	200	21171
00410	200	20109
00411	200	21837
00412	200	21715
00413	200	21017
00414	200	20238
00415	200	20819
00416	200	20544
00417	200	22969
00418	200	20740
00419	200	20624
0041a	200	20781
0041b	200	21288
0041c	200	20908
0041d	200	19920
0041e	200	21399
0041f	200	22203
00420	200	22723
00421	200	20433
00422	200	21685
00423	200	20313
00424	200	20625
00425	200	19294
00426	200	22810
00427	200	20470
00428	200	20306
00429	200	20744
0042a	200	20944
0042b	200	20393
0042c	200	21669
0042d	200	20935
0042e	200	20546
0042f	200	22120
00430	200	23321
00431	200	21418
00432	200	19570
00433	200	22306
00434	200	20627
00435	200	20935
00436	200	19574
00437	200	21951
00438	200	20035
00439	200	21483
0043a	200	19649
0043b	200	20510
0043c	200	21723
0043d	200	20785
0043e	200	19886
0043f	200	19462
00440	200	20157
00441	200	20357
00442	200	19922
00443	200	20469
00444	200	19876
00445	200	19233
00446	200	22142
00447	200	19885
00448	200	20429
00449	200	21962
0044a	200	21830
0044b	200	20005
0044c	200	21997
0044d	200	21611
0044e	200	19541
0044f	200	19374
00450	200	23283
00451	200	21440
00452	200	20007
00453	200	21839
00454	200	20082
00455	200	21371
00456	200	19292
00457	200	21755
00458	200	19683
00459	200	20553
0045a	200	21259
0045b	200	21534
0045c	200	18984
0045d	200	21018
0045e	200	20929
0045f	200	20039
00460	200	20512
00461	200	21250
00462	200	20113
00463	200	21173
00464	200	20865
00465	200	18282
00466	200	20744
00467	200	21252
00468	200	22182
00469	200	20554
0046a	200	21165
0046b	200	21802
0046c	200	20795
0046d	200	20195
0046e	200	18877
0046f	200	21446
00470	200	20009
00471	200	18594
00472	200	22216
00473	200	20748
00474	200	20792
00475	200	21927
00476	200	20402
00477	200	21644
00478	200	20738
00479	200	22386
0047a	200	21008
0047b	200	20776
0047c	200	20153
0047d	200	22149
0047e	200	19542
0047f	200	20824
00480	200	20794
00481	200	21093
00482	200	21164
00483	200	19966
00484	200	19465
00485	200	20003
00486	200	20317
00487	200	20627
00488	200	21367
00489	200	20822
0048a	200	21369
0048b	200	19452
0048c	200	22386
0048d	200	20638
0048e	200	20186
0048f	200	20238
00490	200	22501
00491	200	21048
00492	200	20742
00493	200	21130
00494	200	22304
00495	200	19961
00496	200	20550
00497	200	19720
00498	200	22582
00499	200	19370
0049a	200	18745
0049b	200	19387
0049c	200	19689
0049d	200	20564
0049e	200	20398
0049f	200	21599
004a0	200	21255
004a1	200	20276
004a2	200	20873
004a3	200	21172
004a4	200	20641
004a5	200	20078
004a6	200	20904
004a7	200	20510
004a8	200	21914
004a9	200	21066
004aa	200	20278
004ab	200	20209
004ac	200	21282
004ad	200	22227
004ae	200	20703
004af	200	19812
004b0	200	20822
004b1	200	21515
004b2	200	21475
004b3	200	20156
004b4	200	20280
004b5	200	21253
004b6	200	20667
004b7	200	20816
004b8	200	22650
004b9	200	20861
004ba	200	19959
004bb	200	18639
004bc	200	21600
004bd	200	19497
004be	200	21056
004bf	200	21604
004c0	200	19876
004c1	200	20522
004c2	200	21680
004c3	200	20539
004c4	200	20321
004c5	200	20549
004c6	200	20233
004c7	200	20387
004c8	200	20351
004c9	200	19420
004ca	200	20866
004cb	200	20124
004cc	200	20629
004cd	200	19993
004ce	200	19174
004cf	200	20496
004d0	200	20468
004d1	200	19852
004d2	200	20239
004d3	200	21754
004d4	200	20194
004d5	200	20190
004d6	200	20788
004d7	200	20853
004d8	200	20239
004d9	200	20189
004da	200	20122
004db	200	21836
004dc	200	20888
004dd	200	20234
004de	200	21337
004df	200	21335
004e0	200	21200
004e1	200	20407
004e2	200	20536
004e3	200	18598
004e4	200	20238
004e5	200	20425
004e6	200	20780
004e7	200	20735
004e8	200	22385
004e9	200	21144
004ea	200	20667
004eb	200	21250
004ec	200	20030
004ed	200	20941
004ee	200	20816
004ef	200	19689
004f0	200	20569
004f1	200	19256
004f2	200	21761
004f3	200	20508
004f4	200	20507
004f5	200	20471
004f6	200	19880
004f7	200	21326
004f8	200	19934
004f9	200	20550
004fa	200	20430
004fb	200	20000
004fc	200	21527
004fd	200	21793
004fe	200	22886
004ff	200	20861
00500	200	20041
00501	200	20046
00502	200	19756
00503	200	21443
00504	200	21458
00505	200	22276
00506	200	21849
00507	200	22237
00508	200	22183
00509	200	19256
0050a	200	20349
0050b	200	18830
0050c	200	20322
0050d	200	21598
0050e	200	20556
0050f	200	19287
00510	200	20083
00511	200	20589
00512	200	20195
00513	200	20944
00514	200	21709
00515	200	22030
00516	200	19291
00517	200	21060
00518	200	20194
00519	200	19737
0051a	200	22498
0051b	200	20784
0051c	200	19060
0051d	200	18124
0051e	200	20389
0051f	200	22026
00520	200	21052
00521	200	21723
00522	200	20478
00523	200	20671
00524	200	19535
00525	200	20504
00526	200	21405
00527	200	20899
00528	200	19917
00529	200	20940
0052a	200	20041
0052b	200	20273
0052c	200	20666
0052d	200	20272
0052e	200	20622
0052f	200	19523
00530	200	20943
00531	200	20007
00532	200	21996
00533	200	21761
00534	200	20946
00535	200	19267
00536	200	21098
00537	200	20828
00538	200	20628
00539	200	21014
0053a	200	20850
0053b	200	20310
0053c	200	22151
0053d	200	19959
0053e	200	18206
0053f	200	18710
00540	200	21092
00541	200	20708
00542	200	20547
00543	200	21522
00544	200	21375
00545	200	21249
00546	200	21222
00547	200	20385
00548	200	20228
00549	200	19177
0054a	200	19849
0054b	200	21994
0054c	200	19491
0054d	200	20263
0054e	200	21712
0054f	200	19893
00550	200	20168
00551	200	20040
00552	200	21320
00553	200	22231
00554	200	23525
00555	200	19456
00556	200	20982
00557	200	20272
00558	200	20317
00559	200	21056
0055a	200	20654
0055b	200	22024
0055c	200	20736
0055d	200	18317
0055e	200	21489
0055f	200	20908
00560	200	19842
00561	200	20905
00562	200	20229
00563	200	19875
00564	200	20937
00565	200	21840
00566	200	21714
00567	200	21286
00568	200	19521
00569	200	18904
0056a	200	19141
0056b	200	21882
0056c	200	18630
0056d	200	21370
0056e	200	19992
0056f	200	21870
00570	200	21876
00571	200	22347
00572	200	21374
00573	200	20594
00574	200	20663
00575	200	21094
00576	200	19765
00577	200	20109
00578	200	20165
00579	200	19802
0057a	200	20543
0057b	200	21276
0057c	200	19137
0057d	200	21554
0057e	200	20540
0057f	200	20747
00580	200	20635
00581	200	21593
00582	200	19885
00583	200	20934
00584	200	18822
00585	200	21879
00586	200	21961
00587	200	20001
00588	200	21318
00589	200	20831
0058a	200	19747
0058b	200	21091
0058c	200	19954
0058d	200	20660
0058e	200	21484
0058f	200	19221
00590	200	20785
00591	200	22428
00592	200	21718
00593	200	21918
00594	200	21336
00595	200	19336
00596	200	19892
00597	200	20427
00598	200	21285
00599	200	20247
0059a	200	22178
0059b	200	22340
0059c	200	22105
0059d	200	19445
0059e	200	20619
0059f	200	19966
005a0	200	20211
005a1	200	21182
005a2	200	22697
005a3	200	21180
005a4	200	19883
005a5	200	19614
005a6	200	20239
005a7	200	19305
005a8	200	19214
005a9	200	21014
005aa	200	21172
005ab	200	20672
005ac	200	21731
005ad	200	17657
005ae	200	18949
005af	200	21227
005b0	200	18903
005b1	200	21598
005b2	200	20971
005b3	200	20231
005b4	200	23057
005b5	200	19688
005b6	200	21053
005b7	200	20239
005b8	200	21185
005b9	200	20424
005ba	200	22202
005bb	200	21283
005bc	200	19111
005bd	200	21529
005be	200	20897
005bf	200	21290
005c0	200	21000
005c1	200	22777
005c2	200	18474
005c3	200	20936
005c4	200	20933
005c5	200	21286
005c6	200	21292
005c7	200	20754
005c8	200	19642
005c9	200	21209
005ca	200	20745
005cb	200	20518
005cc	200	20429
005cd	200	19408
005ce	200	19539
005cf	200	20386
005d0	200	22504
005d1	200	21293
005d2	200	22225
005d3	200	20505
005d4	200	19875
005d5	200	18314
005d6	200	20819
005d7	200	20004
005d8	200	23482
005d9	200	21359
005da	200	20245
005db	200	21302
005dc	200	20480
005dd	200	19956
005de	200	21379
005df	200	20147
005e0	200	19969
005e1	200	19371
005e2	200	19143
005e3	200	20775
005e4	200	19966
005e5	200	20699
005e6	200	20782
005e7	200	19533
005e8	200	19992
005e9	200	20623
005ea	200	20343
005eb	200	20660
005ec	200	19413
005ed	200	20432
005ee	200	21792
005ef	200	19916
005f0	200	20596
005f1	200	21688
005f2	200	21522
005f3	200	19682
005f4	200	19726
005f5	200	19879
005f6	200	21209
005f7	200	20624
005f8	200	19767
005f9	200	20318
005fa	200	21531
005fb	200	21723
005fc	200	21009
005fd	200	19805
005fe	200	21635
005ff	200	20042
00600	200	20783
00601	200	20430
00602	200	19069
00603	200	20712
00604	200	21566
00605	200	21025
00606	200	20071
00607	200	21298
00608	200	20782
00609	200	20353
0060a	200	20080
0060b	200	22074
0060c	200	21053
0060d	200	19651
0060e	200	19614
0060f	200	20741
00610	200	22740
00611	200	20389
00612	200	20973
00613	200	20394
00614	200	20808
00615	200	19062
00616	200	19448
00617	200	21250
00618	200	21054
00619	200	20472
0061a	200	21599
0061b	200	20392
0061c	200	21601
0061d	200	21946
0061e	200	22274
0061f	200	21996
00620	200	20077
00621	200	19692
00622	200	20513
00623	200	20513
00624	200	18953
00625	200	21517
00626	200	21008
00627	200	20361
00628	200	20817
00629	200	19798
0062a	200	20227
0062b	200	20347
0062c	200	20944
0062d	200	21483
0062e	200	21995
0062f	200	18917
00630	200	19495
00631	200	20893
00632	200	21223
00633	200	19850
00634	200	22043
00635	200	21378
00636	200	20854
00637	200	20313
00638	200	19537
00639	200	20679
0063a	200	21599
0063b	200	19803
0063c	200	20745
0063d	200	20777
0063e	200	20309
0063f	200	21484
00640	200	18238
00641	200	20810
00642	200	21449
00643	200	20007
00644	200	21417
00645	200	20433
00646	200	22183
00647	200	19882
00648	200	20866
00649	200	19725
0064a	200	20270
0064b	200	21043
0064c	200	21058
0064d	200	21566
0064e	200	22616
0064f	200	19886
00650	200	19544
00651	200	20280
00652	200	21577
00653	200	20785
00654	200	20201
00655	200	20428
00656	200	21015
00657	200	20167
00658	200	20738
00659	200	20744
0065a	200	22464
0065b	200	19928
0065c	200	21560
0065d	200	20774
0065e	200	21786
0065f	200	21055
00660	200	23002
00661	200	20564
